Group	Breeds	ID
DC	Gallus_gallus_domesticus	EtHr6
DC	Gallus_gallus_domesticus	EtJs1
DC	Gallus_gallus_domesticus	EtJs2
DC	Gallus_gallus_domesticus	EtJs3
DC	Gallus_gallus_domesticus	EtJs4
DC	Gallus_gallus_domesticus	EtJs5
DC	Gallus_gallus_domesticus	FM09
DC	Gallus_gallus_domesticus	FM18
DC	Gallus_gallus_domesticus	FR01
DC	Gallus_gallus_domesticus	FR08
DC	Gallus_gallus_domesticus	FVE03
DC	Gallus_gallus_domesticus	FVE11
DC	Gallus_gallus_domesticus	FVS06
DC	Gallus_gallus_domesticus	FVS11
DC	Gallus_gallus_domesticus	FY03
DC	Gallus_gallus_domesticus	FY06
DC	Gallus_gallus_domesticus	GX01
DC	Gallus_gallus_domesticus	GX03
DC	Gallus_gallus_domesticus	GX04
DC	Gallus_gallus_domesticus	GX05
DC	Gallus_gallus_domesticus	GX23
DC	Gallus_gallus_domesticus	GX24
DC	Gallus_gallus_domesticus	GX25
DC	Gallus_gallus_domesticus	GX26
DC	Gallus_gallus_domesticus	GX28
DC	Gallus_gallus_domesticus	GX32
DC	Gallus_gallus_domesticus	HB01
DC	Gallus_gallus_domesticus	HB02
DC	Gallus_gallus_domesticus	HB06
DC	Gallus_gallus_domesticus	HB09
DC	Gallus_gallus_domesticus	HB11
DC	Gallus_gallus_domesticus	HB12
DC	Gallus_gallus_domesticus	HB13
DC	Gallus_gallus_domesticus	HB16
DC	Gallus_gallus_domesticus	HB27
DC	Gallus_gallus_domesticus	HB29
DC	Gallus_gallus_domesticus	HL02
DC	Gallus_gallus_domesticus	HL03
DC	Gallus_gallus_domesticus	HL04
DC	Gallus_gallus_domesticus	HL06
DC	Gallus_gallus_domesticus	HL10
DC	Gallus_gallus_domesticus	HL13
DC	Gallus_gallus_domesticus	HL16
DC	Gallus_gallus_domesticus	HL28
DC	Gallus_gallus_domesticus	HL30
DC	Gallus_gallus_domesticus	HL46
DC	Gallus_gallus_domesticus	HO15
DC	Gallus_gallus_domesticus	HO21
DC	Gallus_gallus_domesticus	HT01
DC	Gallus_gallus_domesticus	HT02
DC	Gallus_gallus_domesticus	HT10
DC	Gallus_gallus_domesticus	HT13
DC	Gallus_gallus_domesticus	HT15
DC	Gallus_gallus_domesticus	HT17
DC	Gallus_gallus_domesticus	HT18
DC	Gallus_gallus_domesticus	HT22
DC	Gallus_gallus_domesticus	HT25
DC	Gallus_gallus_domesticus	HT26
DC	Gallus_gallus_domesticus	HX01
DC	Gallus_gallus_domesticus	HX03
DC	Gallus_gallus_domesticus	HX05
DC	Gallus_gallus_domesticus	HX13
DC	Gallus_gallus_domesticus	HX14
DC	Gallus_gallus_domesticus	HX18
DC	Gallus_gallus_domesticus	HX20
DC	Gallus_gallus_domesticus	HX25
DC	Gallus_gallus_domesticus	HX28
DC	Gallus_gallus_domesticus	HX31
DC	Gallus_gallus_domesticus	HY01
DC	Gallus_gallus_domesticus	HY02
DC	Gallus_gallus_domesticus	HY03
DC	Gallus_gallus_domesticus	HY05
DC	Gallus_gallus_domesticus	HY11
DC	Gallus_gallus_domesticus	HY12
DC	Gallus_gallus_domesticus	HY13
DC	Gallus_gallus_domesticus	HY27
DC	Gallus_gallus_domesticus	HY29
DC	Gallus_gallus_domesticus	HY30
DC	Gallus_gallus_domesticus	IG02
DC	Gallus_gallus_domesticus	IG06
DC	Gallus_gallus_domesticus	IG08
DC	Gallus_gallus_domesticus	IG09
DC	Gallus_gallus_domesticus	IG10
DC	Gallus_gallus_domesticus	IG11
DC	Gallus_gallus_domesticus	IG12
DC	Gallus_gallus_domesticus	IG18
DC	Gallus_gallus_domesticus	IG24
DC	Gallus_gallus_domesticus	IG26
DC	Gallus_gallus_domesticus	IG28
DC	Gallus_gallus_domesticus	IGB01
DC	Gallus_gallus_domesticus	IGB02
DC	Gallus_gallus_domesticus	IGB03
DC	Gallus_gallus_domesticus	IGB04
DC	Gallus_gallus_domesticus	IGB10
DC	Gallus_gallus_domesticus	IGB11
DC	Gallus_gallus_domesticus	IGB12
DC	Gallus_gallus_domesticus	IGB15
DC	Gallus_gallus_domesticus	IGB16
DC	Gallus_gallus_domesticus	India1
DC	Gallus_gallus_domesticus	India11
DC	Gallus_gallus_domesticus	India13
DC	Gallus_gallus_domesticus	India15
DC	Gallus_gallus_domesticus	India17
DC	Gallus_gallus_domesticus	India19
DC	Gallus_gallus_domesticus	India21
DC	Gallus_gallus_domesticus	India23
DC	Gallus_gallus_domesticus	India25
DC	Gallus_gallus_domesticus	India27
DC	Gallus_gallus_domesticus	India29
DC	Gallus_gallus_domesticus	india3
DC	Gallus_gallus_domesticus	India31
DC	Gallus_gallus_domesticus	India33
DC	Gallus_gallus_domesticus	India35
DC	Gallus_gallus_domesticus	India37
DC	Gallus_gallus_domesticus	India39
DC	Gallus_gallus_domesticus	India41
DC	Gallus_gallus_domesticus	India43
DC	Gallus_gallus_domesticus	India45
DC	Gallus_gallus_domesticus	India47
DC	Gallus_gallus_domesticus	india49
DC	Gallus_gallus_domesticus	India5
DC	Gallus_gallus_domesticus	India51
DC	Gallus_gallus_domesticus	India55
DC	Gallus_gallus_domesticus	India57
DC	Gallus_gallus_domesticus	India59
DC	Gallus_gallus_domesticus	India61
DC	Gallus_gallus_domesticus	India7
DC	Gallus_gallus_domesticus	India9
DC	Gallus_gallus_domesticus	JB05
DC	Gallus_gallus_domesticus	JB08
DC	Gallus_gallus_domesticus	JBL22
DC	Gallus_gallus_domesticus	JBL23
DC	Gallus_gallus_domesticus	JH26
DC	Gallus_gallus_domesticus	JH27
DC	Gallus_gallus_domesticus	JH28
DC	Gallus_gallus_domesticus	JH30
DC	Gallus_gallus_domesticus	JH34
DC	Gallus_gallus_domesticus	JH35
DC	Gallus_gallus_domesticus	JH38
DC	Gallus_gallus_domesticus	JH43
DC	Gallus_gallus_domesticus	JH45
DC	Gallus_gallus_domesticus	JH46
DC	Gallus_gallus_domesticus	JYBB1
DC	Gallus_gallus_domesticus	JYBB2
DC	Gallus_gallus_domesticus	JYBB3
DC	Gallus_gallus_domesticus	JYBB4
DC	Gallus_gallus_domesticus	JYBB5
DC	Gallus_gallus_domesticus	JYS01
DC	Gallus_gallus_domesticus	JYS02
DC	Gallus_gallus_domesticus	JYS03
DC	Gallus_gallus_domesticus	JYS04
DC	Gallus_gallus_domesticus	JYS05
DC	Gallus_gallus_domesticus	JYS06
DC	Gallus_gallus_domesticus	KdHt761
DC	Gallus_gallus_domesticus	KdHt763
DC	Gallus_gallus_domesticus	KdHt766
DC	Gallus_gallus_domesticus	KdHt767
DC	Gallus_gallus_domesticus	KdHt778
DC	Gallus_gallus_domesticus	KdHt779
DC	Gallus_gallus_domesticus	KdHt780
DC	Gallus_gallus_domesticus	KdHt781
DC	Gallus_gallus_domesticus	KdHt783
DC	Gallus_gallus_domesticus	KdHt784
DC	Gallus_gallus_domesticus	LB06
DC	Gallus_gallus_domesticus	LB08
DC	Gallus_gallus_domesticus	LF07
DC	Gallus_gallus_domesticus	LF21
DC	Gallus_gallus_domesticus	Liv06
DC	Gallus_gallus_domesticus	Liv09
DC	Gallus_gallus_domesticus	Liv13
DC	Gallus_gallus_domesticus	Liv18
DC	Gallus_gallus_domesticus	Liv20
DC	Gallus_gallus_domesticus	Liv21
DC	Gallus_gallus_domesticus	Liv23
DC	Gallus_gallus_domesticus	Liv24
DC	Gallus_gallus_domesticus	Liv29
DC	Gallus_gallus_domesticus	Liv30
DC	Gallus_gallus_domesticus	LXG01
DC	Gallus_gallus_domesticus	Mal01
DC	Gallus_gallus_domesticus	Mal02
DC	Gallus_gallus_domesticus	Mal03
DC	Gallus_gallus_domesticus	Mal04
DC	Gallus_gallus_domesticus	Mal05
DC	Gallus_gallus_domesticus	Mal06
DC	Gallus_gallus_domesticus	Mal07
DC	Gallus_gallus_domesticus	Mal08
DC	Gallus_gallus_domesticus	Mal09
DC	Gallus_gallus_domesticus	Mal10
DC	Gallus_gallus_domesticus	MCBB3
DC	Gallus_gallus_domesticus	MCBB4
DC	Gallus_gallus_domesticus	MCBB5
DC	Gallus_gallus_domesticus	MG18
DC	Gallus_gallus_domesticus	MG20
DC	Gallus_gallus_domesticus	ML02
DC	Gallus_gallus_domesticus	ML05
DC	Gallus_gallus_domesticus	ML07
DC	Gallus_gallus_domesticus	ML08
DC	Gallus_gallus_domesticus	ML09
DC	Gallus_gallus_domesticus	ML11
DC	Gallus_gallus_domesticus	ML12
DC	Gallus_gallus_domesticus	ML13
DC	Gallus_gallus_domesticus	ML16
DC	Gallus_gallus_domesticus	ML17
DC	Gallus_gallus_domesticus	ML28
DC	Gallus_gallus_domesticus	Mod01
DC	Gallus_gallus_domesticus	Mod02
DC	Gallus_gallus_domesticus	Mod03
DC	Gallus_gallus_domesticus	Mod07
DC	Gallus_gallus_domesticus	Mod09
DC	Gallus_gallus_domesticus	Mod10
DC	Gallus_gallus_domesticus	Mod11
DC	Gallus_gallus_domesticus	Mod12
DC	Gallus_gallus_domesticus	Mod15
DC	Gallus_gallus_domesticus	Mod19
DC	Gallus_gallus_domesticus	MYF02
DC	Gallus_gallus_domesticus	MYF03
DC	Gallus_gallus_domesticus	MYF04
DC	Gallus_gallus_domesticus	MYF05
DC	Gallus_gallus_domesticus	N1
DC	Gallus_gallus_domesticus	N11
DC	Gallus_gallus_domesticus	N13
DC	Gallus_gallus_domesticus	N18
DC	Gallus_gallus_domesticus	N3
DC	Gallus_gallus_domesticus	N5
DC	Gallus_gallus_domesticus	N7
DC	Gallus_gallus_domesticus	N8
DC	Gallus_gallus_domesticus	ND02
DC	Gallus_gallus_domesticus	ND05
DC	Gallus_gallus_domesticus	ND06
DC	Gallus_gallus_domesticus	ND09
DC	Gallus_gallus_domesticus	ND10
DC	Gallus_gallus_domesticus	ND13
DC	Gallus_gallus_domesticus	ND18
DC	Gallus_gallus_domesticus	ND26
DC	Gallus_gallus_domesticus	ND33
DC	Gallus_gallus_domesticus	ND50
DC	Gallus_gallus_domesticus	NN21
DC	Gallus_gallus_domesticus	NN35
DC	Gallus_gallus_domesticus	NR11
DC	Gallus_gallus_domesticus	NR14
DC	Gallus_gallus_domesticus	OF03
DC	Gallus_gallus_domesticus	OF06
DC	Gallus_gallus_domesticus	ORB14
DC	Gallus_gallus_domesticus	ORB16
DC	Gallus_gallus_domesticus	ORL17
DC	Gallus_gallus_domesticus	ORL21
DC	Gallus_gallus_domesticus	PC02
DC	Gallus_gallus_domesticus	PC13
DC	Gallus_gallus_domesticus	PE15
DC	Gallus_gallus_domesticus	PE17
DC	Gallus_gallus_domesticus	PO15
DC	Gallus_gallus_domesticus	PO24
DC	Gallus_gallus_domesticus	PRGF
DC	Gallus_gallus_domesticus	PXY01
DC	Gallus_gallus_domesticus	PXY02
DC	Gallus_gallus_domesticus	PXY03
DC	Gallus_gallus_domesticus	PXY04
DC	Gallus_gallus_domesticus	PXY05
DC	Gallus_gallus_domesticus	PXY06
DC	Gallus_gallus_domesticus	RIR01
DC	Gallus_gallus_domesticus	RJFt616
DC	Gallus_gallus_domesticus	Rom35
DC	Gallus_gallus_domesticus	Rom38
DC	Gallus_gallus_domesticus	Rom39
DC	Gallus_gallus_domesticus	Rom41
DC	Gallus_gallus_domesticus	Rom42
DC	Gallus_gallus_domesticus	Rom43
DC	Gallus_gallus_domesticus	Rom44
DC	Gallus_gallus_domesticus	Rom45
DC	Gallus_gallus_domesticus	Rom46
DC	Gallus_gallus_domesticus	Rom47
DC	Gallus_gallus_domesticus	s-002
DC	Gallus_gallus_domesticus	s-1169
DC	Gallus_gallus_domesticus	s-1193
DC	Gallus_gallus_domesticus	s-1194
DC	Gallus_gallus_domesticus	s-1206
DC	Gallus_gallus_domesticus	s-1210
DC	Gallus_gallus_domesticus	s-1213
DC	Gallus_gallus_domesticus	s-1216
DC	Gallus_gallus_domesticus	s-1218
DC	Gallus_gallus_domesticus	s-1224
DC	Gallus_gallus_domesticus	s-1229
DC	Gallus_gallus_domesticus	S6
DC	Gallus_gallus_domesticus	S661A
DC	Gallus_gallus_domesticus	S662A
DC	Gallus_gallus_domesticus	S663A
DC	Gallus_gallus_domesticus	S664A
DC	Gallus_gallus_domesticus	S666A
DC	Gallus_gallus_domesticus	S667A
DC	Gallus_gallus_domesticus	S668A
DC	Gallus_gallus_domesticus	S669A
DC	Gallus_gallus_domesticus	S670A
DC	Gallus_gallus_domesticus	S671A
DC	Gallus_gallus_domesticus	S675A
DC	Gallus_gallus_domesticus	S676A
DC	Gallus_gallus_domesticus	S677A
DC	Gallus_gallus_domesticus	S678A
DC	Gallus_gallus_domesticus	S679A
DC	Gallus_gallus_domesticus	S680A
DC	Gallus_gallus_domesticus	S681A
DC	Gallus_gallus_domesticus	S684A
DC	Gallus_gallus_domesticus	S685A
DC	Gallus_gallus_domesticus	S686A
DC	Gallus_gallus_domesticus	S687A
DC	Gallus_gallus_domesticus	S688A
DC	Gallus_gallus_domesticus	S691A
DC	Gallus_gallus_domesticus	SArb1
DC	Gallus_gallus_domesticus	SArb2
DC	Gallus_gallus_domesticus	SArb3
DC	Gallus_gallus_domesticus	SArb4
DC	Gallus_gallus_domesticus	SArb5
DC	Gallus_gallus_domesticus	SB13
DC	Gallus_gallus_domesticus	SB14
DC	Gallus_gallus_domesticus	S-f1
DC	Gallus_gallus_domesticus	S-f2
DC	Gallus_gallus_domesticus	S-f3
DC	Gallus_gallus_domesticus	S-f4
DC	Gallus_gallus_domesticus	SG12
DC	Gallus_gallus_domesticus	SG24
DC	Gallus_gallus_domesticus	SGJ01
DC	Gallus_gallus_domesticus	SIK01
DC	Gallus_gallus_domesticus	SIKtw
DC	Gallus_gallus_domesticus	SiLK1
DC	Gallus_gallus_domesticus	SLk01
DC	Gallus_gallus_domesticus	SLk02
DC	Gallus_gallus_domesticus	SLk03
DC	Gallus_gallus_domesticus	SLk04
DC	Gallus_gallus_domesticus	SLk05
DC	Gallus_gallus_domesticus	SLK06
DC	Gallus_gallus_domesticus	SLk09
DC	Gallus_gallus_domesticus	SLk10
DC	Gallus_gallus_domesticus	SLk12
DC	Gallus_gallus_domesticus	SLk13
DC	Gallus_gallus_domesticus	SLk15
DC	Gallus_gallus_domesticus	SLk16
DC	Gallus_gallus_domesticus	SLK17
DC	Gallus_gallus_domesticus	SLK45
DC	Gallus_gallus_domesticus	SLK46
DC	Gallus_gallus_domesticus	SLK47
DC	Gallus_gallus_domesticus	SLK51
DC	Gallus_gallus_domesticus	SLK58
DC	Gallus_gallus_domesticus	SLK59
DC	Gallus_gallus_domesticus	SLK60
DC	Gallus_gallus_domesticus	S-m1
DC	Gallus_gallus_domesticus	S-m2
DC	Gallus_gallus_domesticus	S-m3
DC	Gallus_gallus_domesticus	S-m4
DC	Gallus_gallus_domesticus	SMCK1
DC	Gallus_gallus_domesticus	SMCK4
DC	Gallus_gallus_domesticus	SP13
DC	Gallus_gallus_domesticus	SP17
DC	Gallus_gallus_domesticus	SPX01
DC	Gallus_gallus_domesticus	SPX07
DC	Gallus_gallus_domesticus	SU08
DC	Gallus_gallus_domesticus	SU16
DC	Gallus_gallus_domesticus	Sumt094
DC	Gallus_gallus_domesticus	Sumt738
DC	Gallus_gallus_domesticus	Sumt741
DC	Gallus_gallus_domesticus	Sumt744
DC	Gallus_gallus_domesticus	SW03
DC	Gallus_gallus_domesticus	SW13
DC	Gallus_gallus_domesticus	SX19
DC	Gallus_gallus_domesticus	SX20
DC	Gallus_gallus_domesticus	TBab1
DC	Gallus_gallus_domesticus	TBab2
DC	Gallus_gallus_domesticus	TBab3
DC	Gallus_gallus_domesticus	TBab4
DC	Gallus_gallus_domesticus	TBab5
DC	Gallus_gallus_domesticus	TBdq1
DC	Gallus_gallus_domesticus	TBdq3
DC	Gallus_gallus_domesticus	TBdq4
DC	Gallus_gallus_domesticus	TBdq5
DC	Gallus_gallus_domesticus	TBdq6
DC	Gallus_gallus_domesticus	TBgz3
DC	Gallus_gallus_domesticus	TBgz5
DC	Gallus_gallus_domesticus	TBgz6
DC	Gallus_gallus_domesticus	TBhy1
DC	Gallus_gallus_domesticus	TBhy2
DC	Gallus_gallus_domesticus	TBhy3
DC	Gallus_gallus_domesticus	TBhy4
DC	Gallus_gallus_domesticus	TBhy5
DC	Gallus_gallus_domesticus	TBhy6
DC	Gallus_gallus_domesticus	TBlz3
DC	Gallus_gallus_domesticus	TBlz5
DC	Gallus_gallus_domesticus	TBsn1
DC	Gallus_gallus_domesticus	TBsn2
DC	Gallus_gallus_domesticus	TBsn3
DC	Gallus_gallus_domesticus	TBsn4
DC	Gallus_gallus_domesticus	TBsn5
DC	Gallus_gallus_domesticus	TBsn6
DC	Gallus_gallus_domesticus	TBsn7
DC	Gallus_gallus_domesticus	TBsn8
DC	Gallus_gallus_domesticus	TBT01
DC	Gallus_gallus_domesticus	TBT02
DC	Gallus_gallus_domesticus	TBT05
DC	Gallus_gallus_domesticus	TD1
DC	Gallus_gallus_domesticus	TD12
DC	Gallus_gallus_domesticus	TD15
DC	Gallus_gallus_domesticus	TD22
DC	Gallus_gallus_domesticus	TD27
DC	Gallus_gallus_domesticus	TD30
DC	Gallus_gallus_domesticus	TD6
DC	Gallus_gallus_domesticus	TD9
DC	Gallus_gallus_domesticus	TFBB1
DC	Gallus_gallus_domesticus	TFBB2
DC	Gallus_gallus_domesticus	TFBB4
DC	Gallus_gallus_domesticus	TFBB5
DC	Gallus_gallus_domesticus	Tibet
DC	Gallus_gallus_domesticus	Tub01
DC	Gallus_gallus_domesticus	Tub02
DC	Gallus_gallus_domesticus	Tub03
DC	Gallus_gallus_domesticus	Tub04
DC	Gallus_gallus_domesticus	Tub05
DC	Gallus_gallus_domesticus	Tub06
DC	Gallus_gallus_domesticus	Tub07
DC	Gallus_gallus_domesticus	Tub08
DC	Gallus_gallus_domesticus	Tub09
DC	Gallus_gallus_domesticus	Tub10
DC	Gallus_gallus_domesticus	TWNtw
DC	Gallus_gallus_domesticus	Val01
DC	Gallus_gallus_domesticus	Val02
DC	Gallus_gallus_domesticus	Val03
DC	Gallus_gallus_domesticus	Val04
DC	Gallus_gallus_domesticus	Val05
DC	Gallus_gallus_domesticus	Val06
DC	Gallus_gallus_domesticus	Val07
DC	Gallus_gallus_domesticus	Val08
DC	Gallus_gallus_domesticus	Val09
DC	Gallus_gallus_domesticus	Val10
DC	Gallus_gallus_domesticus	VO06
DC	Gallus_gallus_domesticus	VO11
DC	Gallus_gallus_domesticus	WC23
DC	Gallus_gallus_domesticus	WC25
DC	Gallus_gallus_domesticus	WC26
DC	Gallus_gallus_domesticus	WC27
DC	Gallus_gallus_domesticus	WC28
DC	Gallus_gallus_domesticus	WC29
DC	Gallus_gallus_domesticus	WC30
DC	Gallus_gallus_domesticus	WC31
DC	Gallus_gallus_domesticus	WC33
DC	Gallus_gallus_domesticus	WC34
DC	Gallus_gallus_domesticus	WCJ01
DC	Gallus_gallus_domesticus	WE18
DC	Gallus_gallus_domesticus	WE21
DC	Gallus_gallus_domesticus	WH01
DC	Gallus_gallus_domesticus	WH04
DC	Gallus_gallus_domesticus	WH05
DC	Gallus_gallus_domesticus	WH10
DC	Gallus_gallus_domesticus	WH12
DC	Gallus_gallus_domesticus	WH17
DC	Gallus_gallus_domesticus	WH18
DC	Gallus_gallus_domesticus	WH29
DC	Gallus_gallus_domesticus	WH38
DC	Gallus_gallus_domesticus	WH39
DC	Gallus_gallus_domesticus	WLeghn1
DC	Gallus_gallus_domesticus	WLeghn2
DC	Gallus_gallus_domesticus	WLeghn3
DC	Gallus_gallus_domesticus	WLH01
DC	Gallus_gallus_domesticus	WP22
DC	Gallus_gallus_domesticus	WP24
DC	Gallus_gallus_domesticus	WPR01
DC	Gallus_gallus_domesticus	WS06
DC	Gallus_gallus_domesticus	WS23
DC	Gallus_gallus_domesticus	Xcelris-10B
DC	Gallus_gallus_domesticus	Xcelris-11B
DC	Gallus_gallus_domesticus	Xcelris-127
DC	Gallus_gallus_domesticus	Xcelris-12A
DC	Gallus_gallus_domesticus	Xcelris-13B
DC	Gallus_gallus_domesticus	Xcelris-14A
DC	Gallus_gallus_domesticus	Xcelris-14B
DC	Gallus_gallus_domesticus	Xcelris-174
DC	Gallus_gallus_domesticus	Xcelris-1A
DC	Gallus_gallus_domesticus	Xcelris-2A
DC	Gallus_gallus_domesticus	Xcelris-2B
DC	Gallus_gallus_domesticus	Xcelris-4A
DC	Gallus_gallus_domesticus	Xcelris-4B
DC	Gallus_gallus_domesticus	Xcelris-5A
DC	Gallus_gallus_domesticus	Xcelris-5B
DC	Gallus_gallus_domesticus	Xcelris-6A
DC	Gallus_gallus_domesticus	Xcelris-8B
DC	Gallus_gallus_domesticus	Xcelris-97
DC	Gallus_gallus_domesticus	XH001
DC	Gallus_gallus_domesticus	XH002
DC	Gallus_gallus_domesticus	XH003
DC	Gallus_gallus_domesticus	XH005
DC	Gallus_gallus_domesticus	XH006
DC	Gallus_gallus_domesticus	XH007
DC	Gallus_gallus_domesticus	XH008
DC	Gallus_gallus_domesticus	XH009
DC	Gallus_gallus_domesticus	XH010
DC	Gallus_gallus_domesticus	XH011
DC	Gallus_gallus_domesticus	XH012
DC	Gallus_gallus_domesticus	XH013
DC	Gallus_gallus_domesticus	XH014
DC	Gallus_gallus_domesticus	XH015
DC	Gallus_gallus_domesticus	XH016
DC	Gallus_gallus_domesticus	XH017
DC	Gallus_gallus_domesticus	XH018
DC	Gallus_gallus_domesticus	XH019
DC	Gallus_gallus_domesticus	XH020
DC	Gallus_gallus_domesticus	XH021
DC	Gallus_gallus_domesticus	XH022
DC	Gallus_gallus_domesticus	XH023
DC	Gallus_gallus_domesticus	XH024
DC	Gallus_gallus_domesticus	XH025
DC	Gallus_gallus_domesticus	XH026
DC	Gallus_gallus_domesticus	XH027
DC	Gallus_gallus_domesticus	XH028
DC	Gallus_gallus_domesticus	XH029
DC	Gallus_gallus_domesticus	XH030
DC	Gallus_gallus_domesticus	XH031
DC	Gallus_gallus_domesticus	XH032
DC	Gallus_gallus_domesticus	XH033
DC	Gallus_gallus_domesticus	XH034
DC	Gallus_gallus_domesticus	XH035
DC	Gallus_gallus_domesticus	XH036
DC	Gallus_gallus_domesticus	XH037
DC	Gallus_gallus_domesticus	XH038
DC	Gallus_gallus_domesticus	XH039
DC	Gallus_gallus_domesticus	XH040
DC	Gallus_gallus_domesticus	XH041
DC	Gallus_gallus_domesticus	XH042
DC	Gallus_gallus_domesticus	XH043
DC	Gallus_gallus_domesticus	XH044
DC	Gallus_gallus_domesticus	XH047
DC	Gallus_gallus_domesticus	XH048
DC	Gallus_gallus_domesticus	XH049
DC	Gallus_gallus_domesticus	XH050
DC	Gallus_gallus_domesticus	XH051
DC	Gallus_gallus_domesticus	XH052
DC	Gallus_gallus_domesticus	XH053
DC	Gallus_gallus_domesticus	XH054
DC	Gallus_gallus_domesticus	XH055
DC	Gallus_gallus_domesticus	XH056
DC	Gallus_gallus_domesticus	XH057
DC	Gallus_gallus_domesticus	XH058
DC	Gallus_gallus_domesticus	XH059
DC	Gallus_gallus_domesticus	XH060
DC	Gallus_gallus_domesticus	XH061
DC	Gallus_gallus_domesticus	XH062
DC	Gallus_gallus_domesticus	XH063
DC	Gallus_gallus_domesticus	XH064
DC	Gallus_gallus_domesticus	XH065
DC	Gallus_gallus_domesticus	XH066
DC	Gallus_gallus_domesticus	XH067
DC	Gallus_gallus_domesticus	XH068
DC	Gallus_gallus_domesticus	XH069
DC	Gallus_gallus_domesticus	XH070
DC	Gallus_gallus_domesticus	XH071
DC	Gallus_gallus_domesticus	XH072
DC	Gallus_gallus_domesticus	XH073
DC	Gallus_gallus_domesticus	XH074
DC	Gallus_gallus_domesticus	XH075
DC	Gallus_gallus_domesticus	XH076
DC	Gallus_gallus_domesticus	XH077
DC	Gallus_gallus_domesticus	XH078
DC	Gallus_gallus_domesticus	XH079
DC	Gallus_gallus_domesticus	XH081
DC	Gallus_gallus_domesticus	XH082
DC	Gallus_gallus_domesticus	XH083
DC	Gallus_gallus_domesticus	XH084
DC	Gallus_gallus_domesticus	XH085
DC	Gallus_gallus_domesticus	XH086
DC	Gallus_gallus_domesticus	XH087
DC	Gallus_gallus_domesticus	XH088
DC	Gallus_gallus_domesticus	XH089
DC	Gallus_gallus_domesticus	XH090
DC	Gallus_gallus_domesticus	XH091
DC	Gallus_gallus_domesticus	XH092
DC	Gallus_gallus_domesticus	XH093
DC	Gallus_gallus_domesticus	XH094
DC	Gallus_gallus_domesticus	XH095
DC	Gallus_gallus_domesticus	XH096
DC	Gallus_gallus_domesticus	XH097
DC	Gallus_gallus_domesticus	XH098
DC	Gallus_gallus_domesticus	XH099
DC	Gallus_gallus_domesticus	XH100
DC	Gallus_gallus_domesticus	XH101
DC	Gallus_gallus_domesticus	XH102
DC	Gallus_gallus_domesticus	XH103
DC	Gallus_gallus_domesticus	XH104
DC	Gallus_gallus_domesticus	XH106
DC	Gallus_gallus_domesticus	XH107
DC	Gallus_gallus_domesticus	XH108
DC	Gallus_gallus_domesticus	XH109
DC	Gallus_gallus_domesticus	XH110
DC	Gallus_gallus_domesticus	XH111
DC	Gallus_gallus_domesticus	XH112
DC	Gallus_gallus_domesticus	XH113
DC	Gallus_gallus_domesticus	XH114
DC	Gallus_gallus_domesticus	XH115
DC	Gallus_gallus_domesticus	XH116
DC	Gallus_gallus_domesticus	XH117
DC	Gallus_gallus_domesticus	XH118
DC	Gallus_gallus_domesticus	XH119
DC	Gallus_gallus_domesticus	XH120
DC	Gallus_gallus_domesticus	XH121
DC	Gallus_gallus_domesticus	XH122
DC	Gallus_gallus_domesticus	XH123
DC	Gallus_gallus_domesticus	XH124
DC	Gallus_gallus_domesticus	XH125
DC	Gallus_gallus_domesticus	XH126
DC	Gallus_gallus_domesticus	XH127
DC	Gallus_gallus_domesticus	XH128
DC	Gallus_gallus_domesticus	XH129
DC	Gallus_gallus_domesticus	XH130
DC	Gallus_gallus_domesticus	XH131
DC	Gallus_gallus_domesticus	XH132
DC	Gallus_gallus_domesticus	XH133
DC	Gallus_gallus_domesticus	XH134
DC	Gallus_gallus_domesticus	XH135
DC	Gallus_gallus_domesticus	XH136
DC	Gallus_gallus_domesticus	XH137
DC	Gallus_gallus_domesticus	XH138
DC	Gallus_gallus_domesticus	XH139
DC	Gallus_gallus_domesticus	XH140
DC	Gallus_gallus_domesticus	XH141
DC	Gallus_gallus_domesticus	XH142
DC	Gallus_gallus_domesticus	XH143
DC	Gallus_gallus_domesticus	XH144
DC	Gallus_gallus_domesticus	XH145
DC	Gallus_gallus_domesticus	XH146
DC	Gallus_gallus_domesticus	XH147
DC	Gallus_gallus_domesticus	XH148
DC	Gallus_gallus_domesticus	XH149
DC	Gallus_gallus_domesticus	XH150
DC	Gallus_gallus_domesticus	XYL01
DC	Gallus_gallus_domesticus	XYL02
DC	Gallus_gallus_domesticus	XYL03
DC	Gallus_gallus_domesticus	XYL04
DC	Gallus_gallus_domesticus	XYL05
DC	Gallus_gallus_domesticus	XYL06
DC	Gallus_gallus_domesticus	XYL07
DC	Gallus_gallus_domesticus	XYL08
DC	Gallus_gallus_domesticus	XYL09
DC	Gallus_gallus_domesticus	XYL10
DC	Gallus_gallus_domesticus	XYL14
DC	Gallus_gallus_domesticus	XYL15
DC	Gallus_gallus_domesticus	XYL16
DC	Gallus_gallus_domesticus	XYL17
DC	Gallus_gallus_domesticus	XYL18
DC	Gallus_gallus_domesticus	XYL19
DC	Gallus_gallus_domesticus	XYL20
DC	Gallus_gallus_domesticus	Y1-f1
DC	Gallus_gallus_domesticus	Y1-f2
DC	Gallus_gallus_domesticus	Y1-f3
DC	Gallus_gallus_domesticus	Y1-m1
DC	Gallus_gallus_domesticus	Y1-m2
